Country,Afghanistan,Albania,Antigua and Barbuda,Argentina,Australia,Austria,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guyana,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,Iran,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Lebanon,Liberia,"Macedonia, FYR",Madagascar,Malawi,Malaysia,Mexico,Moldova,Mongolia,Morocco,Myanmar,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Senegal,Serbia,Sierra Leone,Singapore,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Sweden,Tanzania,Thailand,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Zambia,Zimbabwe
4.3 Due process of law and rights of the accused,0.28,0.62,0.64,0.61,0.77,0.80,0.62,0.29,0.60,0.46,0.79,0.38,0.35,0.63,0.54,0.38,0.50,0.51,0.29,0.33,0.78,0.63,0.51,0.42,0.69,0.41,0.60,0.79,0.85,0.56,0.43,0.46,0.35,0.37,0.75,0.33,0.92,0.69,0.57,0.83,0.47,0.56,0.51,0.41,0.40,0.31,0.69,0.57,0.42,0.36,0.47,0.70,0.51,0.73,0.55,0.44,0.38,0.35,0.43,0.34,0.54,0.37,0.36,0.53,0.43,0.44,0.51,0.34,0.26,0.37,0.86,0.78,0.33,0.36,0.91,0.34,0.47,0.45,0.26,0.64,0.69,0.77,0.60,0.37,0.43,0.44,0.46,0.74,0.74,0.53,0.77,0.47,0.65,0.58,0.62,0.45,0.91,0.36,0.38,0.36,0.42,0.43,0.30,0.46,0.73,0.79,0.64,0.62,0.37,0.20,0.53,0.39,0.37
4.4 Freedom of opinion and expression is effectively guaranteed,0.56,0.57,0.59,0.77,0.83,0.85,0.68,0.31,0.71,0.24,0.80,0.56,0.46,0.44,0.48,0.59,0.62,0.62,0.33,0.37,0.85,0.72,0.14,0.59,0.83,0.37,0.68,0.72,0.97,0.53,0.64,0.48,0.16,0.56,0.79,0.22,0.91,0.76,0.67,0.86,0.84,0.68,0.63,0.65,0.60,0.49,0.59,0.49,0.65,0.67,0.32,0.69,0.64,0.73,0.49,0.37,0.55,0.60,0.60,0.66,0.47,0.50,0.61,0.38,0.52,0.53,0.63,0.48,0.32,0.66,0.85,0.83,0.44,0.51,0.93,0.60,0.64,0.74,0.57,0.63,0.82,0.63,0.76,0.42,0.65,0.49,0.52,0.52,0.70,0.67,0.74,0.55,0.70,0.68,0.57,0.52,0.92,0.46,0.49,0.68,0.64,0.22,0.44,0.60,0.36,0.85,0.81,0.83,0.27,0.21,0.41,0.43,0.15
4.5 Freedom of belief and religion is effectively guaranteed,0.40,0.89,0.61,0.79,0.81,0.84,0.68,0.47,0.81,0.60,0.83,0.56,0.63,0.64,0.61,0.69,0.73,0.72,0.51,0.74,0.84,0.78,0.30,0.68,0.81,0.75,0.68,0.75,0.79,0.72,0.72,0.66,0.30,0.64,0.78,0.48,0.87,0.78,0.63,0.85,0.74,0.64,0.52,0.69,0.69,0.60,0.77,0.60,0.58,0.43,0.20,0.73,0.71,0.67,0.47,0.61,0.59,0.62,0.50,0.79,0.70,0.65,0.75,0.41,0.74,0.64,0.65,0.46,0.27,0.69,0.78,0.83,0.69,0.55,0.86,0.50,0.75,0.80,0.60,0.57,0.82,0.72,0.79,0.52,0.76,0.71,0.74,0.79,0.82,0.75,0.79,0.64,0.73,0.71,0.87,0.70,0.83,0.60,0.64,0.77,0.51,0.21,0.67,0.74,0.45,0.85,0.75,0.87,0.50,0.65,0.42,0.68,0.42
4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,0.24,0.65,0.68,0.72,0.84,0.91,0.60,0.19,0.86,0.29,0.86,0.45,0.30,0.55,0.47,0.56,0.37,0.38,0.29,0.15,0.86,0.84,0.22,0.50,0.81,0.14,0.56,0.85,0.96,0.95,0.54,0.33,0.22,0.56,0.93,0.19,0.98,0.58,0.40,0.81,0.56,0.64,0.59,0.59,0.50,0.25,0.54,0.61,0.48,0.38,0.22,0.72,0.65,0.71,0.39,0.21,0.30,0.31,0.36,0.40,0.29,0.27,0.56,0.54,0.50,0.44,0.46,0.28,0.22,0.36,0.83,0.81,0.33,0.44,0.83,0.27,0.45,0.67,0.30,0.61,0.88,0.68,0.61,0.19,0.28,0.39,0.26,0.57,0.67,0.57,0.80,0.39,0.80,0.59,0.67,0.40,0.98,0.37,0.31,0.41,0.47,0.27,0.07,0.43,0.29,0.79,0.80,0.70,0.22,0.05,0.53,0.25,0.11
4.7 Freedom of assembly and association is effectively guaranteed,0.58,0.57,0.67,0.80,0.85,0.89,0.73,0.40,0.81,0.35,0.85,0.56,0.54,0.56,0.61,0.65,0.67,0.67,0.45,0.51,0.86,0.74,0.18,0.64,0.82,0.58,0.76,0.75,0.98,0.62,0.66,0.54,0.26,0.58,0.84,0.22,0.93,0.84,0.69,0.90,0.86,0.75,0.72,0.64,0.63,0.53,0.64,0.52,0.64,0.66,0.29,0.78,0.71,0.75,0.46,0.39,0.58,0.70,0.65,0.78,0.58,0.55,0.69,0.38,0.65,0.63,0.67,0.52,0.34,0.67,0.87,0.84,0.47,0.59,0.94,0.63,0.71,0.82,0.56,0.64,0.86,0.65,0.74,0.45,0.71,0.60,0.66,0.55,0.77,0.73,0.81,0.66,0.76,0.74,0.70,0.60,0.87,0.54,0.50,0.74,0.67,0.26,0.53,0.63,0.27,0.89,0.83,0.86,0.13,0.35,0.37,0.42,0.19
4.8 Fundamental labor rights are effectively guaranteed,0.39,0.47,0.86,0.64,0.76,0.81,0.59,0.41,0.80,0.47,0.78,0.72,0.51,0.61,0.57,0.56,0.66,0.52,0.44,0.51,0.77,0.71,0.27,0.53,0.69,0.51,0.71,0.75,0.95,0.66,0.63,0.57,0.33,0.48,0.72,0.33,0.85,0.75,0.59,0.86,0.52,0.49,0.64,0.41,0.54,0.48,0.68,0.70,0.48,0.60,0.21,0.55,0.59,0.77,0.44,0.50,0.48,0.54,0.46,0.54,0.56,0.57,0.53,0.57,0.52,0.46,0.55,0.57,0.45,0.55,0.82,0.76,0.53,0.49,0.86,0.25,0.66,0.52,0.41,0.71,0.70,0.60,0.72,0.57,0.69,0.62,0.51,0.78,0.69,0.62,0.72,0.63,0.75,0.69,0.67,0.48,0.77,0.51,0.54,0.64,0.55,0.36,0.43,0.71,0.46,0.68,0.58,0.81,0.56,0.57,0.58,0.44,0.47
Factor 5: Order and Security,0.32,0.77,0.79,0.61,0.86,0.90,0.72,0.58,0.75,0.82,0.78,0.73,0.58,0.76,0.73,0.65,0.74,0.63,0.66,0.49,0.91,0.68,0.80,0.57,0.69,0.68,0.81,0.90,0.92,0.75,0.61,0.63,0.51,0.60,0.90,0.60,0.92,0.75,0.79,0.88,0.70,0.72,0.79,0.58,0.62,0.61,0.92,0.90,0.59,0.74,0.73,0.74,0.62,0.91,0.78,0.78,0.57,0.74,0.66,0.59,0.78,0.72,0.68,0.77,0.59,0.80,0.78,0.69,0.70,0.73,0.85,0.89,0.70,0.37,0.93,0.32,0.67,0.64,0.51,0.85,0.79,0.84,0.84,0.65,0.69,0.77,0.66,0.93,0.89,0.62,0.78,0.72,0.82,0.72,0.75,0.65,0.93,0.67,0.69,0.67,0.69,0.52,0.56,0.73,0.90,0.84,0.79,0.71,0.92,0.47,0.77,0.69,0.67
5.1 Crime is effectively controlled,0.54,0.85,0.79,0.55,0.90,0.90,0.72,0.78,0.90,0.90,0.85,0.70,0.55,0.83,0.67,0.52,0.82,0.70,0.81,0.61,0.92,0.76,0.79,0.48,0.70,0.68,0.94,0.89,0.94,0.89,0.59,0.57,0.75,0.37,0.90,0.65,0.93,0.81,0.92,0.89,0.79,0.81,0.93,0.49,0.64,0.49,0.93,0.91,0.75,0.85,0.74,0.79,0.64,0.92,0.86,0.79,0.58,0.77,0.71,0.48,0.78,0.70,0.70,0.73,0.47,0.82,0.85,0.67,0.83,0.77,0.89,0.89,0.67,0.58,0.96,0.57,0.63,0.57,0.67,0.93,0.90,0.89,0.90,0.76,0.66,0.88,0.60,0.98,0.95,0.49,0.85,0.84,0.83,0.80,0.78,0.74,0.91,0.65,0.80,0.70,0.77,0.76,0.54,0.76,0.92,0.90,0.84,0.69,0.89,0.21,0.88,0.62,0.66
5.2 Civil conflict is effectively limited,0.09,1.00,1.00,1.00,0.98,1.00,1.00,0.74,1.00,1.00,0.83,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.63,1.00,1.00,0.92,0.94,1.00,0.98,1.00,1.00,1.00,1.00,1.00,1.00,0.46,1.00,1.00,0.69,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.98,0.98,1.00,1.00,1.00,0.94,1.00,0.78,1.00,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,1.00,1.00,1.00,1.00,0.16,1.00,0.06,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.85,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.85,1.00,0.92,0.32,0.94,0.88,1.00,0.95,0.89,1.00,1.00,1.00,1.00,1.00,1.00
5.3 People do not resort to violence to redress personal grievances,0.32,0.45,0.57,0.28,0.71,0.80,0.45,0.21,0.35,0.57,0.67,0.49,0.19,0.44,0.52,0.43,0.39,0.40,0.17,0.25,0.80,0.28,0.69,0.29,0.38,0.38,0.49,0.82,0.84,0.35,0.23,0.31,0.33,0.42,0.79,0.47,0.83,0.54,0.45,0.74,0.31,0.34,0.44,0.24,0.22,0.34,0.84,0.80,0.31,0.41,0.48,0.44,0.23,0.82,0.55,0.56,0.36,0.45,0.35,0.31,0.57,0.45,0.35,0.59,0.29,0.59,0.50,0.39,0.60,0.41,0.65,0.78,0.44,0.36,0.82,0.32,0.37,0.35,0.54,0.63,0.46,0.64,0.61,0.34,0.39,0.44,0.39,0.81,0.73,0.38,0.52,0.32,0.62,0.35,0.46,0.21,0.87,0.35,0.43,0.31,0.38,0.49,0.20,0.57,0.79,0.68,0.64,0.44,0.88,0.21,0.44,0.47,0.34
Factor 6: Regulatory Enforcement,0.34,0.43,0.51,0.50,0.85,0.81,0.48,0.42,0.60,0.49,0.77,0.39,0.41,0.50,0.58,0.52,0.53,0.45,0.27,0.38,0.79,0.62,0.48,0.51,0.64,0.51,0.52,0.67,0.87,0.52,0.40,0.45,0.31,0.49,0.77,0.31,0.81,0.77,0.58,0.85,0.56,0.54,0.55,0.35,0.47,0.37,0.81,0.46,0.49,0.53,0.47,0.57,0.56,0.80,0.59,0.52,0.44,0.43,0.44,0.42,0.46,0.34,0.43,0.50,0.44,0.42,0.47,0.54,0.46,0.50,0.88,0.85,0.45,0.43,0.87,0.35,0.52,0.50,0.51,0.61,0.61,0.72,0.56,0.48,0.57,0.47,0.37,0.87,0.63,0.55,0.66,0.48,0.61,0.58,0.52,0.48,0.85,0.40,0.50,0.52,0.52,0.44,0.41,0.42,0.69,0.84,0.72,0.69,0.46,0.22,0.45,0.43,0.35
6.1 Government regulations are effectively enforced,0.27,0.45,0.41,0.46,0.74,0.84,0.30,0.46,0.59,0.61,0.72,0.39,0.43,0.36,0.53,0.52,0.59,0.44,0.25,0.46,0.73,0.60,0.54,0.53,0.62,0.43,0.60,0.65,0.83,0.45,0.37,0.49,0.42,0.47,0.82,0.29,0.76,0.68,0.58,0.77,0.52,0.54,0.51,0.32,0.46,0.33,0.71,0.50,0.46,0.51,0.54,0.54,0.51,0.70,0.58,0.57,0.41,0.44,0.40,0.48,0.44,0.29,0.38,0.46,0.48,0.53,0.53,0.50,0.42,0.43,0.82,0.76,0.46,0.41,0.81,0.36,0.47,0.53,0.53,0.61,0.62,0.54,0.61,0.57,0.52,0.45,0.41,0.82,0.68,0.45,0.65,0.54,0.56,0.43,0.44,0.43,0.79,0.50,0.50,0.43,0.54,0.42,0.43,0.43,0.68,0.77,0.71,0.62,0.62,0.36,0.54,0.49,0.46
6.2 Government regulations are applied and enforced without improper influence,0.33,0.39,0.71,0.58,0.90,0.86,0.73,0.43,0.77,0.54,0.85,0.51,0.45,0.42,0.66,0.61,0.52,0.55,0.21,0.40,0.86,0.73,0.58,0.59,0.67,0.46,0.62,0.71,0.95,0.68,0.56,0.55,0.43,0.58,0.85,0.44,0.92,0.82,0.82,0.86,0.53,0.48,0.76,0.48,0.59,0.44,0.86,0.56,0.45,0.61,0.49,0.66,0.69,0.93,0.72,0.56,0.41,0.34,0.40,0.40,0.44,0.34,0.39,0.60,0.43,0.45,0.47,0.60,0.57,0.53,0.94,0.91,0.55,0.45,0.94,0.40,0.57,0.57,0.63,0.75,0.73,0.74,0.60,0.54,0.59,0.47,0.40,0.97,0.73,0.62,0.78,0.54,0.76,0.65,0.77,0.63,0.96,0.42,0.60,0.68,0.62,0.59,0.34,0.40,0.88,0.91,0.85,0.82,0.42,0.43,0.40,0.41,0.41
6.3 Administrative proceedings are conducted without unreasonable delay,0.50,0.50,0.40,0.45,0.79,0.64,0.36,0.34,0.28,0.66,0.61,0.28,0.45,0.53,0.39,0.28,0.60,0.27,0.47,0.23,0.71,0.55,0.58,0.37,0.45,0.50,0.38,0.62,0.86,0.34,0.39,0.47,0.08,0.48,0.77,0.30,0.74,0.75,0.48,0.81,0.45,0.54,0.46,0.29,0.42,0.39,0.81,0.42,0.36,0.53,0.41,0.43,0.39,0.78,0.50,0.59,0.39,0.55,0.45,0.38,0.48,0.44,0.33,0.49,0.33,0.48,0.58,0.47,0.57,0.53,0.88,0.84,0.47,0.36,0.81,0.35,0.56,0.38,0.43,0.50,0.56,0.84,0.47,0.62,0.51,0.40,0.30,0.88,0.66,0.44,0.53,0.48,0.54,0.40,0.45,0.42,0.87,0.37,0.48,0.36,0.32,0.49,0.38,0.56,0.57,0.88,0.56,0.56,0.65,0.13,0.48,0.40,0.31
6.4 Due process is respected in administrative proceedings,0.20,0.38,0.48,0.47,0.91,0.86,0.46,0.29,0.66,0.33,0.75,0.30,0.25,0.53,0.62,0.55,0.41,0.38,0.15,0.34,0.88,0.46,0.28,0.43,0.64,0.51,0.37,0.65,0.84,0.54,0.21,0.25,0.25,0.38,0.67,0.12,0.91,0.74,0.41,0.87,0.63,0.46,0.45,0.26,0.40,0.21,0.90,0.34,0.56,0.39,0.39,0.56,0.53,0.80,0.50,0.31,0.36,0.38,0.52,0.44,0.38,0.26,0.50,0.48,0.38,0.21,0.36,0.51,0.38,0.42,0.85,0.89,0.34,0.43,0.86,0.16,0.47,0.37,0.45,0.52,0.46,0.71,0.42,0.30,0.47,0.49,0.30,0.90,0.45,0.57,0.69,0.33,0.54,0.69,0.54,0.40,0.76,0.19,0.36,0.54,0.47,0.23,0.34,0.33,0.65,0.89,0.74,0.61,0.30,0.01,0.46,0.41,0.33
6.5 The government does not expropriate without lawful process and adequate compensation,0.37,0.41,0.54,0.54,0.89,0.86,0.54,0.59,0.72,0.33,0.91,0.45,0.45,0.64,0.69,0.64,0.53,0.61,0.26,0.48,0.79,0.76,0.42,0.62,0.81,0.63,0.61,0.74,0.87,0.57,0.47,0.49,0.38,0.53,0.74,0.40,0.74,0.87,0.61,0.92,0.66,0.70,0.56,0.42,0.46,0.50,0.77,0.50,0.60,0.60,0.54,0.65,0.69,0.80,0.66,0.54,0.63,0.42,0.43,0.41,0.57,0.39,0.54,0.47,0.57,0.42,0.44,0.63,0.33,0.57,0.89,0.85,0.44,0.49,0.90,0.50,0.54,0.63,0.52,0.67,0.70,0.79,0.68,0.39,0.73,0.55,0.46,0.78,0.64,0.65,0.65,0.53,0.67,0.71,0.42,0.49,0.87,0.52,0.56,0.59,0.62,0.48,0.55,0.36,0.68,0.77,0.74,0.82,0.31,0.17,0.36,0.46,0.25
Factor 7: Civil Justice,0.38,0.45,0.72,0.58,0.75,0.79,0.60,0.37,0.65,0.59,0.73,0.47,0.34,0.50,0.61,0.53,0.56,0.49,0.20,0.37,0.72,0.63,0.54,0.49,0.63,0.52,0.57,0.72,0.86,0.60,0.45,0.46,0.38,0.50,0.78,0.39,0.80,0.70,0.54,0.85,0.62,0.57,0.59,0.35,0.51,0.41,0.77,0.50,0.42,0.45,0.52,0.56,0.54,0.79,0.62,0.56,0.46,0.46,0.47,0.43,0.56,0.39,0.54,0.56,0.40,0.47,0.53,0.54,0.37,0.47,0.87,0.79,0.39,0.50,0.85,0.37,0.48,0.44,0.47,0.64,0.69,0.74,0.65,0.53,0.56,0.49,0.41,0.81,0.59,0.61,0.66,0.45,0.74,0.68,0.57,0.50,0.81,0.50,0.53,0.59,0.49,0.44,0.45,0.51,0.68,0.75,0.67,0.74,0.49,0.33,0.44,0.49,0.43
7.1 People can access and afford civil justice,0.46,0.49,0.76,0.69,0.57,0.64,0.61,0.38,0.71,0.51,0.66,0.47,0.45,0.53,0.48,0.55,0.68,0.32,0.30,0.42,0.55,0.66,0.59,0.53,0.60,0.46,0.61,0.63,0.76,0.73,0.51,0.53,0.44,0.54,0.66,0.39,0.63,0.62,0.59,0.73,0.56,0.60,0.57,0.30,0.51,0.41,0.60,0.54,0.35,0.49,0.56,0.56,0.51,0.63,0.50,0.50,0.38,0.59,0.50,0.43,0.56,0.33,0.44,0.58,0.39,0.45,0.49,0.49,0.37,0.43,0.83,0.70,0.45,0.54,0.69,0.37,0.59,0.41,0.48,0.55,0.68,0.59,0.53,0.52,0.46,0.54,0.46,0.61,0.61,0.46,0.70,0.40,0.65,0.58,0.61,0.44,0.67,0.45,0.57,0.55,0.49,0.48,0.42,0.49,0.48,0.52,0.42,0.78,0.38,0.54,0.49,0.42,0.39
7.2 Civil justice is free of discrimination,0.27,0.48,0.62,0.70,0.67,0.75,0.51,0.36,0.81,0.71,0.81,0.41,0.38,0.64,0.60,0.60,0.67,0.62,0.22,0.42,0.61,0.62,0.44,0.52,0.77,0.51,0.64,0.84,0.89,0.56,0.57,0.45,0.30,0.58,0.83,0.34,0.86,0.64,0.54,0.84,0.65,0.61,0.71,0.35,0.38,0.37,0.68,0.35,0.35,0.29,0.32,0.58,0.54,0.82,0.75,0.50,0.47,0.50,0.37,0.53,0.64,0.46,0.62,0.56,0.32,0.42,0.57,0.49,0.26,0.44,0.89,0.76,0.42,0.52,0.67,0.30,0.47,0.48,0.46,0.80,0.78,0.67,0.72,0.58,0.70,0.69,0.53,0.88,0.70,0.48,0.74,0.43,0.82,0.75,0.53,0.57,0.71,0.61,0.51,0.61,0.65,0.32,0.45,0.63,0.61,0.69,0.48,0.88,0.63,0.54,0.59,0.51,0.40
7.3 Civil justice is free of corruption,0.14,0.20,0.86,0.58,0.89,0.89,0.72,0.34,0.86,0.61,0.84,0.56,0.20,0.45,0.74,0.69,0.47,0.41,0.11,0.26,0.90,0.64,0.45,0.45,0.78,0.39,0.59,0.77,0.98,0.77,0.43,0.42,0.50,0.47,0.89,0.31,0.94,0.79,0.58,0.91,0.53,0.71,0.86,0.44,0.53,0.39,0.95,0.68,0.49,0.38,0.45,0.68,0.71,0.95,0.70,0.51,0.41,0.28,0.45,0.28,0.42,0.32,0.49,0.62,0.34,0.28,0.50,0.44,0.30,0.39,0.94,0.94,0.35,0.53,0.96,0.28,0.48,0.35,0.49,0.76,0.77,0.76,0.67,0.51,0.47,0.47,0.33,0.84,0.61,0.70,0.72,0.58,0.88,0.81,0.71,0.71,0.91,0.42,0.67,0.79,0.35,0.44,0.38,0.36,0.81,0.89,0.87,0.77,0.30,0.20,0.36,0.42,0.35
7.4 Civil justice is free of improper government influence,0.34,0.35,0.71,0.50,0.89,0.86,0.58,0.43,0.76,0.28,0.81,0.42,0.21,0.46,0.61,0.62,0.46,0.42,0.17,0.21,0.90,0.67,0.25,0.51,0.74,0.39,0.58,0.78,0.91,0.79,0.38,0.27,0.48,0.41,0.86,0.23,0.88,0.77,0.48,0.91,0.74,0.63,0.71,0.36,0.57,0.30,0.73,0.41,0.63,0.44,0.44,0.70,0.71,0.78,0.60,0.37,0.55,0.38,0.38,0.41,0.37,0.30,0.62,0.43,0.52,0.34,0.52,0.45,0.26,0.48,0.92,0.85,0.20,0.52,0.93,0.49,0.40,0.49,0.45,0.59,0.79,0.71,0.66,0.34,0.44,0.35,0.29,0.72,0.56,0.65,0.63,0.47,0.87,0.72,0.61,0.50,0.88,0.43,0.55,0.72,0.55,0.23,0.46,0.33,0.67,0.87,0.75,0.73,0.37,0.05,0.31,0.47,0.25
7.5 Civil justice is not subject to unreasonable delay,0.45,0.49,0.54,0.32,0.65,0.77,0.49,0.21,0.39,0.82,0.45,0.46,0.20,0.32,0.52,0.24,0.35,0.52,0.17,0.40,0.51,0.44,0.71,0.23,0.26,0.60,0.31,0.56,0.71,0.34,0.29,0.42,0.23,0.40,0.70,0.41,0.62,0.56,0.39,0.83,0.46,0.30,0.34,0.09,0.42,0.27,0.74,0.39,0.16,0.51,0.56,0.31,0.31,0.69,0.38,0.72,0.29,0.51,0.40,0.37,0.58,0.45,0.45,0.61,0.27,0.49,0.64,0.68,0.47,0.50,0.77,0.75,0.38,0.28,0.83,0.34,0.25,0.25,0.31,0.35,0.47,0.79,0.50,0.74,0.61,0.37,0.33,0.94,0.41,0.54,0.51,0.29,0.60,0.55,0.31,0.39,0.75,0.39,0.44,0.36,0.43,0.37,0.36,0.68,0.73,0.73,0.63,0.59,0.66,0.14,0.46,0.40,0.51
7.6. Civil justice is effectively enforced,0.58,0.52,0.66,0.55,0.74,0.84,0.49,0.34,0.34,0.57,0.78,0.42,0.35,0.43,0.61,0.41,0.59,0.46,0.07,0.36,0.77,0.63,0.63,0.44,0.47,0.52,0.54,0.68,0.91,0.41,0.38,0.43,0.20,0.48,0.71,0.47,0.88,0.72,0.54,0.90,0.66,0.41,0.37,0.27,0.55,0.41,0.80,0.50,0.34,0.44,0.63,0.37,0.38,0.75,0.61,0.67,0.46,0.39,0.54,0.57,0.63,0.33,0.65,0.58,0.39,0.56,0.44,0.55,0.37,0.43,0.89,0.73,0.42,0.43,0.91,0.37,0.51,0.46,0.46,0.62,0.55,0.80,0.66,0.45,0.61,0.50,0.47,0.94,0.49,0.65,0.53,0.37,0.52,0.48,0.44,0.68,0.93,0.57,0.43,0.41,0.40,0.52,0.48,0.47,0.78,0.77,0.73,0.65,0.48,0.32,0.39,0.73,0.59
"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",0.46,0.65,0.86,0.70,0.85,0.76,0.81,0.54,0.70,0.65,0.79,0.58,0.56,0.66,0.68,0.59,0.72,0.67,0.35,0.52,0.80,0.74,0.70,0.72,0.77,0.75,0.73,0.81,0.87,0.62,0.63,0.69,0.48,0.61,0.84,0.59,0.76,0.81,0.69,0.86,0.77,0.72,0.57,0.62,0.64,0.68,0.90,0.64,0.61,0.59,0.70,0.69,0.65,0.89,0.78,0.67,0.65,0.59,0.69,0.42,0.74,0.56,0.52,0.53,0.59,0.72,0.58,0.70,0.53,0.59,0.86,0.78,0.54,0.66,0.97,0.43,0.67,0.64,0.62,0.83,0.80,0.87,0.79,0.57,0.65,0.52,0.49,0.77,0.73,0.77,0.80,0.60,0.81,0.83,0.78,0.22,0.81,0.65,0.56,0.68,0.57,0.71,0.63,0.64,0.71,0.78,0.79,0.77,0.61,0.50,0.51,0.47,0.54
Factor 8: Criminal Justice,0.28,0.47,0.59,0.43,0.74,0.77,0.63,0.34,0.59,0.50,0.72,0.33,0.21,0.51,0.55,0.37,0.41,0.45,0.27,0.28,0.74,0.56,0.48,0.34,0.56,0.39,0.51,0.74,0.82,0.54,0.33,0.38,0.42,0.30,0.68,0.34,0.85,0.65,0.51,0.77,0.51,0.53,0.56,0.30,0.40,0.24,0.72,0.47,0.42,0.35,0.45,0.64,0.50,0.74,0.60,0.41,0.38,0.32,0.37,0.31,0.47,0.36,0.43,0.55,0.30,0.36,0.50,0.37,0.29,0.43,0.80,0.74,0.34,0.42,0.83,0.38,0.33,0.36,0.31,0.62,0.64,0.70,0.57,0.33,0.43,0.36,0.38,0.80,0.58,0.52,0.64,0.48,0.58,0.59,0.60,0.52,0.80,0.39,0.40,0.39,0.43,0.40,0.34,0.37,0.69,0.74,0.65,0.54,0.45,0.14,0.49,0.42,0.38
8.1 Criminal investigation system is effective,0.29,0.49,0.53,0.27,0.69,0.64,0.50,0.37,0.59,0.56,0.60,0.36,0.21,0.44,0.45,0.31,0.35,0.42,0.35,0.36,0.70,0.36,0.60,0.17,0.42,0.27,0.50,0.68,0.69,0.42,0.30,0.30,0.45,0.17,0.48,0.39,0.62,0.58,0.37,0.62,0.52,0.59,0.56,0.19,0.31,0.14,0.70,0.52,0.36,0.29,0.34,0.48,0.42,0.68,0.63,0.39,0.32,0.41,0.46,0.40,0.48,0.36,0.36,0.58,0.26,0.27,0.44,0.46,0.32,0.48,0.62,0.63,0.35,0.45,0.66,0.26,0.35,0.30,0.39,0.56,0.55,0.61,0.64,0.27,0.52,0.29,0.53,0.82,0.48,0.42,0.58,0.45,0.45,0.47,0.43,0.44,0.54,0.44,0.42,0.31,0.43,0.51,0.35,0.31,0.67,0.68,0.69,0.48,0.68,0.15,0.51,0.53,0.47
8.2 Criminal adjudication system is timely and effective,0.36,0.44,0.61,0.42,0.74,0.82,0.57,0.47,0.45,0.67,0.70,0.28,0.15,0.62,0.49,0.32,0.50,0.43,0.38,0.34,0.72,0.61,0.59,0.33,0.43,0.54,0.50,0.75,0.79,0.49,0.39,0.46,0.42,0.33,0.52,0.38,0.80,0.71,0.52,0.78,0.58,0.44,0.64,0.26,0.43,0.27,0.70,0.54,0.43,0.48,0.52,0.59,0.36,0.67,0.71,0.61,0.40,0.47,0.41,0.32,0.51,0.53,0.50,0.55,0.29,0.50,0.57,0.45,0.35,0.58,0.76,0.74,0.55,0.40,0.77,0.42,0.31,0.27,0.33,0.58,0.47,0.77,0.52,0.39,0.46,0.43,0.34,0.86,0.53,0.52,0.54,0.39,0.51,0.48,0.54,0.58,0.73,0.44,0.38,0.30,0.48,0.40,0.41,0.45,0.75,0.76,0.71,0.40,0.72,0.14,0.53,0.50,0.55
8.3 Correctional system is effective in reducing criminal behavior,0.26,0.41,0.52,0.35,0.63,0.71,0.47,0.35,0.58,0.42,0.60,0.23,0.24,0.41,0.48,0.18,0.37,0.39,0.24,0.08,0.61,0.33,0.47,0.27,0.32,0.31,0.38,0.54,0.69,0.26,0.18,0.34,0.30,0.15,0.63,0.36,0.86,0.59,0.56,0.73,0.31,0.30,0.36,0.09,0.14,0.08,0.70,0.41,0.37,0.27,0.52,0.55,0.27,0.88,0.49,0.40,0.35,0.26,0.32,0.15,0.35,0.19,0.29,0.62,0.19,0.29,0.49,0.37,0.26,0.33,0.80,0.65,0.27,0.30,0.83,0.37,0.14,0.20,0.17,0.58,0.53,0.68,0.36,0.37,0.28,0.41,0.20,0.80,0.61,0.32,0.69,0.37,0.32,0.49,0.63,0.36,0.83,0.23,0.27,0.17,0.40,0.44,0.41,0.42,0.69,0.53,0.58,0.33,0.54,0.06,0.46,0.24,0.36
