Country,Afghanistan,Albania,Antigua and Barbuda,Argentina,Australia,Austria,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guyana,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,Iran,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Lebanon,Liberia,"Macedonia, FYR",Madagascar,Malawi,Malaysia,Mexico,Moldova,Mongolia,Morocco,Myanmar,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Senegal,Serbia,Sierra Leone,Singapore,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Sweden,Tanzania,Thailand,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Zambia,Zimbabwe
4.3 Due process of law and rights of the accused,0.30,0.60,0.72,0.61,0.80,0.87,0.62,0.28,0.63,0.49,0.84,0.32,0.41,0.70,0.47,0.38,0.55,0.44,0.29,0.38,0.78,0.63,0.51,0.43,0.70,0.30,0.63,0.83,0.92,0.57,0.44,0.49,0.31,0.44,0.75,0.32,0.91,0.69,0.57,0.83,0.43,0.59,0.67,0.43,0.34,0.35,0.80,0.65,0.39,0.37,0.47,0.70,0.45,0.64,0.52,0.44,0.32,0.39,0.38,0.30,0.52,0.35,0.31,0.57,0.34,0.42,0.55,0.33,0.24,0.39,0.83,0.80,0.31,0.36,0.91,0.34,0.42,0.49,0.35,0.71,0.72,0.73,0.60,0.34,0.42,0.49,0.42,0.77,0.74,0.52,0.78,0.41,0.57,0.62,0.59,0.49,0.92,0.34,0.39,0.39,0.47,0.45,0.31,0.45,0.73,0.79,0.70,0.66,0.31,0.20,0.52,0.35,0.30
4.4 Freedom of opinion and expression is effectively guaranteed,0.58,0.56,0.59,0.73,0.83,0.89,0.66,0.31,0.72,0.25,0.81,0.56,0.48,0.60,0.50,0.68,0.65,0.57,0.33,0.41,0.85,0.79,0.14,0.61,0.83,0.45,0.69,0.79,0.97,0.54,0.62,0.43,0.11,0.59,0.78,0.27,0.93,0.78,0.73,0.87,0.83,0.65,0.62,0.64,0.59,0.55,0.50,0.47,0.69,0.74,0.32,0.74,0.70,0.72,0.47,0.35,0.57,0.63,0.64,0.71,0.47,0.51,0.68,0.35,0.54,0.55,0.61,0.54,0.33,0.69,0.87,0.89,0.44,0.52,0.95,0.59,0.69,0.71,0.63,0.72,0.81,0.61,0.79,0.41,0.78,0.55,0.59,0.51,0.60,0.67,0.75,0.52,0.66,0.69,0.61,0.68,0.92,0.48,0.47,0.68,0.72,0.23,0.44,0.60,0.36,0.85,0.84,0.84,0.24,0.21,0.41,0.44,0.14
4.5 Freedom of belief and religion is effectively guaranteed,0.43,0.85,0.61,0.75,0.84,0.88,0.68,0.45,0.88,0.63,0.80,0.53,0.68,0.63,0.61,0.70,0.76,0.72,0.49,0.71,0.88,0.80,0.30,0.74,0.85,0.68,0.68,0.85,0.83,0.75,0.71,0.73,0.34,0.75,0.80,0.54,0.91,0.79,0.68,0.85,0.71,0.57,0.61,0.70,0.78,0.67,0.72,0.68,0.63,0.41,0.17,0.75,0.79,0.61,0.47,0.63,0.67,0.61,0.53,0.81,0.69,0.63,0.74,0.31,0.75,0.67,0.77,0.46,0.24,0.65,0.83,0.85,0.72,0.50,0.85,0.46,0.82,0.81,0.64,0.64,0.82,0.74,0.83,0.56,0.69,0.64,0.81,0.65,0.88,0.73,0.78,0.61,0.72,0.73,0.85,0.63,0.85,0.65,0.58,0.73,0.61,0.18,0.60,0.73,0.46,0.88,0.77,0.91,0.64,0.60,0.49,0.71,0.44
4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,0.29,0.56,0.83,0.65,0.84,0.98,0.64,0.14,0.87,0.33,0.89,0.44,0.42,0.61,0.31,0.62,0.47,0.34,0.26,0.09,0.82,0.86,0.22,0.52,0.90,0.08,0.64,0.76,0.96,0.95,0.58,0.38,0.14,0.46,0.76,0.09,0.99,0.66,0.50,0.81,0.46,0.75,0.74,0.60,0.46,0.20,0.68,0.64,0.43,0.36,0.11,0.76,0.60,0.83,0.32,0.30,0.25,0.39,0.41,0.41,0.35,0.26,0.57,0.52,0.60,0.43,0.48,0.20,0.21,0.32,0.82,0.74,0.25,0.41,0.85,0.25,0.52,0.58,0.41,0.73,0.80,0.66,0.58,0.18,0.37,0.50,0.42,0.60,0.71,0.56,0.79,0.47,0.85,0.74,0.83,0.26,0.94,0.35,0.27,0.48,0.33,0.24,0.05,0.51,0.25,0.75,0.84,0.77,0.11,0.02,0.60,0.32,0.16
4.7 Freedom of assembly and association is effectively guaranteed,0.60,0.56,0.65,0.78,0.87,0.93,0.71,0.37,0.82,0.36,0.86,0.58,0.56,0.68,0.63,0.69,0.70,0.70,0.43,0.53,0.89,0.83,0.18,0.65,0.85,0.61,0.78,0.85,0.97,0.64,0.65,0.51,0.35,0.62,0.85,0.26,0.94,0.83,0.77,0.91,0.87,0.74,0.75,0.65,0.65,0.60,0.52,0.58,0.67,0.71,0.30,0.82,0.75,0.74,0.44,0.39,0.59,0.72,0.66,0.76,0.74,0.61,0.79,0.35,0.62,0.72,0.71,0.55,0.34,0.70,0.87,0.85,0.44,0.60,0.95,0.59,0.70,0.79,0.65,0.75,0.88,0.63,0.75,0.42,0.80,0.67,0.66,0.54,0.76,0.72,0.81,0.57,0.74,0.74,0.75,0.70,0.87,0.56,0.48,0.74,0.74,0.26,0.51,0.84,0.28,0.88,0.86,0.88,0.06,0.35,0.39,0.48,0.17
4.8 Fundamental labor rights are effectively guaranteed,0.34,0.45,0.85,0.66,0.71,0.82,0.60,0.48,0.77,0.54,0.79,0.72,0.51,0.66,0.46,0.66,0.66,0.53,0.49,0.46,0.73,0.69,0.30,0.43,0.65,0.61,0.73,0.73,0.94,0.66,0.65,0.55,0.31,0.49,0.73,0.31,0.84,0.75,0.67,0.86,0.55,0.52,0.49,0.40,0.54,0.50,0.74,0.66,0.38,0.61,0.20,0.57,0.58,0.79,0.48,0.50,0.55,0.56,0.51,0.49,0.45,0.62,0.46,0.50,0.47,0.54,0.50,0.65,0.44,0.56,0.82,0.75,0.50,0.44,0.89,0.25,0.65,0.52,0.43,0.70,0.69,0.68,0.76,0.61,0.65,0.58,0.48,0.72,0.73,0.65,0.71,0.65,0.75,0.69,0.65,0.50,0.83,0.50,0.63,0.64,0.54,0.42,0.39,0.70,0.51,0.68,0.58,0.76,0.59,0.56,0.60,0.43,0.48
Factor 5: Order and Security,0.34,0.75,0.82,0.62,0.87,0.90,0.72,0.58,0.78,0.81,0.84,0.70,0.58,0.70,0.71,0.67,0.74,0.67,0.65,0.47,0.91,0.68,0.76,0.55,0.68,0.71,0.82,0.89,0.92,0.75,0.61,0.60,0.49,0.63,0.85,0.67,0.93,0.63,0.78,0.87,0.70,0.75,0.79,0.59,0.64,0.56,0.89,0.86,0.56,0.73,0.72,0.72,0.64,0.90,0.79,0.76,0.51,0.75,0.64,0.61,0.74,0.73,0.62,0.82,0.61,0.81,0.79,0.73,0.73,0.74,0.85,0.86,0.66,0.48,0.90,0.29,0.67,0.64,0.67,0.85,0.77,0.83,0.84,0.56,0.67,0.73,0.66,0.93,0.83,0.63,0.79,0.68,0.82,0.72,0.75,0.64,0.92,0.64,0.70,0.67,0.63,0.59,0.56,0.65,0.89,0.85,0.80,0.73,0.91,0.48,0.79,0.67,0.67
5.1 Crime is effectively controlled,0.56,0.82,0.79,0.55,0.90,0.92,0.72,0.78,0.91,0.90,0.85,0.65,0.55,0.81,0.65,0.56,0.82,0.70,0.75,0.62,0.92,0.72,0.79,0.43,0.62,0.71,0.94,0.87,0.93,0.89,0.60,0.50,0.68,0.44,0.89,0.64,0.95,0.87,0.91,0.88,0.80,0.84,0.93,0.50,0.64,0.37,0.89,0.85,0.69,0.85,0.73,0.76,0.65,0.92,0.85,0.75,0.57,0.78,0.67,0.52,0.76,0.71,0.57,0.72,0.51,0.83,0.81,0.77,0.79,0.75,0.88,0.88,0.61,0.56,0.94,0.55,0.63,0.57,0.67,0.93,0.88,0.88,0.90,0.75,0.70,0.84,0.58,0.96,0.92,0.49,0.84,0.83,0.83,0.80,0.78,0.71,0.91,0.64,0.80,0.71,0.72,0.76,0.53,0.76,0.93,0.89,0.79,0.70,0.87,0.23,0.81,0.63,0.65
5.2 Civil conflict is effectively limited,0.08,1.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.56,1.00,1.00,0.77,0.94,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.48,1.00,1.00,0.89,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,1.00,0.92,1.00,1.00,1.00,1.00,1.00,0.69,1.00,0.94,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.92,0.83,1.00,1.00,1.00,1.00,0.50,1.00,0.04,1.00,1.00,0.76,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,0.75,0.54,0.92,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5.3 People do not resort to violence to redress personal grievances,0.38,0.43,0.66,0.30,0.71,0.79,0.45,0.23,0.42,0.54,0.68,0.44,0.19,0.30,0.48,0.45,0.41,0.32,0.19,0.23,0.80,0.31,0.71,0.28,0.41,0.40,0.53,0.82,0.82,0.35,0.23,0.30,0.32,0.44,0.67,0.48,0.84,0.51,0.42,0.71,0.31,0.41,0.44,0.26,0.27,0.32,0.78,0.72,0.30,0.33,0.51,0.40,0.25,0.78,0.51,0.52,0.27,0.45,0.32,0.29,0.47,0.48,0.29,0.74,0.33,0.60,0.57,0.51,0.57,0.46,0.66,0.72,0.37,0.38,0.77,0.29,0.38,0.36,0.56,0.63,0.42,0.61,0.61,0.34,0.31,0.34,0.42,0.84,0.57,0.39,0.52,0.20,0.62,0.37,0.46,0.21,0.86,0.30,0.42,0.31,0.44,0.47,0.22,0.44,0.73,0.67,0.62,0.49,0.85,0.21,0.55,0.39,0.37
Factor 6: Regulatory Enforcement,0.36,0.44,0.54,0.47,0.82,0.80,0.47,0.40,0.61,0.53,0.77,0.43,0.43,0.50,0.59,0.54,0.51,0.45,0.28,0.38,0.79,0.66,0.45,0.52,0.67,0.49,0.50,0.68,0.85,0.52,0.41,0.46,0.33,0.50,0.78,0.31,0.83,0.72,0.62,0.85,0.56,0.56,0.58,0.39,0.48,0.41,0.80,0.51,0.46,0.51,0.50,0.57,0.54,0.82,0.58,0.50,0.43,0.38,0.41,0.41,0.47,0.38,0.45,0.47,0.44,0.41,0.47,0.54,0.44,0.48,0.88,0.82,0.46,0.43,0.86,0.34,0.52,0.50,0.51,0.62,0.60,0.75,0.57,0.47,0.56,0.46,0.35,0.90,0.62,0.54,0.67,0.50,0.66,0.56,0.54,0.47,0.85,0.42,0.50,0.54,0.49,0.44,0.37,0.40,0.68,0.79,0.71,0.69,0.45,0.21,0.43,0.45,0.35
6.1 Government regulations are effectively enforced,0.33,0.43,0.45,0.43,0.73,0.84,0.39,0.47,0.57,0.63,0.73,0.41,0.43,0.47,0.51,0.54,0.59,0.44,0.26,0.42,0.69,0.69,0.50,0.49,0.62,0.39,0.61,0.64,0.79,0.45,0.35,0.52,0.53,0.47,0.78,0.35,0.80,0.67,0.67,0.75,0.49,0.58,0.60,0.34,0.38,0.42,0.67,0.54,0.43,0.50,0.53,0.52,0.51,0.73,0.53,0.60,0.40,0.42,0.39,0.48,0.53,0.33,0.43,0.41,0.38,0.54,0.58,0.54,0.40,0.43,0.81,0.80,0.46,0.41,0.75,0.29,0.49,0.51,0.51,0.62,0.64,0.53,0.60,0.57,0.56,0.40,0.39,0.83,0.68,0.44,0.64,0.56,0.59,0.46,0.44,0.45,0.80,0.48,0.53,0.46,0.53,0.42,0.43,0.40,0.68,0.73,0.69,0.62,0.60,0.35,0.52,0.52,0.41
6.2 Government regulations are applied and enforced without improper influence,0.34,0.39,0.78,0.57,0.89,0.89,0.63,0.43,0.78,0.54,0.86,0.56,0.45,0.39,0.68,0.61,0.51,0.54,0.20,0.39,0.87,0.73,0.54,0.59,0.70,0.50,0.60,0.73,0.95,0.68,0.51,0.57,0.47,0.59,0.87,0.41,0.92,0.80,0.85,0.86,0.52,0.49,0.86,0.49,0.64,0.49,0.86,0.58,0.44,0.63,0.49,0.65,0.69,0.94,0.75,0.53,0.40,0.34,0.40,0.39,0.51,0.36,0.37,0.56,0.49,0.53,0.43,0.58,0.55,0.49,0.93,0.92,0.58,0.45,0.92,0.36,0.62,0.55,0.63,0.73,0.74,0.73,0.60,0.51,0.58,0.43,0.37,0.97,0.69,0.63,0.79,0.56,0.77,0.62,0.77,0.57,0.96,0.46,0.59,0.65,0.58,0.57,0.33,0.36,0.91,0.91,0.83,0.81,0.44,0.39,0.40,0.39,0.39
6.3 Administrative proceedings are conducted without unreasonable delay,0.44,0.50,0.45,0.43,0.77,0.68,0.41,0.33,0.34,0.69,0.62,0.34,0.49,0.52,0.42,0.35,0.53,0.23,0.60,0.30,0.76,0.60,0.57,0.46,0.51,0.46,0.43,0.58,0.85,0.34,0.44,0.43,0.05,0.51,0.81,0.30,0.78,0.67,0.53,0.80,0.41,0.51,0.43,0.32,0.44,0.45,0.77,0.53,0.35,0.51,0.44,0.39,0.33,0.85,0.49,0.55,0.42,0.44,0.42,0.36,0.44,0.49,0.42,0.52,0.32,0.47,0.60,0.48,0.54,0.52,0.86,0.77,0.47,0.39,0.82,0.35,0.51,0.39,0.36,0.54,0.50,0.91,0.48,0.61,0.41,0.36,0.31,0.88,0.59,0.41,0.57,0.45,0.60,0.42,0.45,0.27,0.89,0.37,0.49,0.47,0.36,0.52,0.33,0.53,0.63,0.62,0.53,0.57,0.72,0.13,0.45,0.41,0.35
6.4 Due process is respected in administrative proceedings,0.22,0.41,0.51,0.43,0.85,0.80,0.42,0.22,0.66,0.43,0.74,0.34,0.33,0.49,0.57,0.61,0.42,0.36,0.15,0.35,0.82,0.48,0.23,0.41,0.80,0.40,0.36,0.66,0.81,0.54,0.26,0.32,0.21,0.37,0.66,0.05,0.88,0.65,0.41,0.89,0.66,0.49,0.33,0.32,0.41,0.17,0.92,0.40,0.43,0.36,0.49,0.62,0.47,0.77,0.52,0.27,0.31,0.26,0.43,0.46,0.33,0.30,0.49,0.45,0.42,0.13,0.33,0.48,0.33,0.46,0.89,0.78,0.39,0.40,0.89,0.21,0.43,0.39,0.48,0.51,0.45,0.81,0.46,0.33,0.56,0.48,0.24,0.98,0.50,0.55,0.67,0.39,0.57,0.66,0.59,0.56,0.78,0.28,0.34,0.50,0.40,0.26,0.34,0.39,0.53,0.85,0.75,0.62,0.30,0.06,0.38,0.47,0.34
6.5 The government does not expropriate without lawful process and adequate compensation,0.46,0.45,0.50,0.50,0.88,0.80,0.52,0.58,0.72,0.37,0.91,0.52,0.44,0.63,0.77,0.61,0.52,0.68,0.20,0.46,0.84,0.79,0.41,0.63,0.74,0.68,0.49,0.77,0.83,0.57,0.50,0.48,0.38,0.54,0.80,0.45,0.75,0.83,0.63,0.94,0.73,0.70,0.66,0.46,0.53,0.54,0.75,0.49,0.64,0.54,0.55,0.67,0.68,0.80,0.60,0.57,0.61,0.44,0.38,0.35,0.55,0.44,0.55,0.42,0.59,0.36,0.43,0.63,0.35,0.50,0.91,0.85,0.41,0.50,0.92,0.51,0.54,0.65,0.55,0.70,0.68,0.77,0.69,0.34,0.71,0.62,0.44,0.82,0.64,0.67,0.66,0.55,0.79,0.66,0.46,0.49,0.84,0.50,0.57,0.63,0.60,0.44,0.44,0.30,0.65,0.82,0.74,0.82,0.19,0.15,0.40,0.44,0.24
Factor 7: Civil Justice,0.34,0.48,0.72,0.57,0.77,0.80,0.62,0.39,0.68,0.65,0.76,0.47,0.35,0.50,0.62,0.53,0.57,0.47,0.19,0.35,0.72,0.64,0.52,0.50,0.62,0.51,0.53,0.73,0.84,0.61,0.46,0.44,0.38,0.48,0.77,0.37,0.80,0.71,0.61,0.86,0.61,0.57,0.72,0.33,0.48,0.43,0.77,0.52,0.43,0.43,0.55,0.57,0.54,0.82,0.63,0.55,0.43,0.43,0.48,0.45,0.56,0.41,0.54,0.56,0.41,0.46,0.54,0.53,0.42,0.41,0.88,0.78,0.37,0.48,0.85,0.37,0.48,0.44,0.45,0.66,0.66,0.81,0.65,0.52,0.57,0.46,0.40,0.85,0.64,0.61,0.65,0.42,0.71,0.63,0.56,0.51,0.81,0.50,0.53,0.61,0.49,0.46,0.42,0.47,0.68,0.75,0.65,0.73,0.51,0.29,0.47,0.50,0.46
7.1 People can access and afford civil justice,0.40,0.53,0.71,0.68,0.57,0.65,0.60,0.41,0.74,0.54,0.71,0.49,0.46,0.54,0.47,0.59,0.66,0.33,0.22,0.36,0.56,0.70,0.59,0.54,0.64,0.46,0.60,0.65,0.71,0.69,0.51,0.56,0.41,0.53,0.64,0.32,0.63,0.62,0.62,0.73,0.54,0.57,0.77,0.31,0.50,0.44,0.66,0.49,0.31,0.51,0.60,0.56,0.51,0.67,0.52,0.45,0.41,0.59,0.49,0.41,0.58,0.35,0.50,0.50,0.43,0.49,0.47,0.44,0.42,0.41,0.78,0.72,0.39,0.54,0.65,0.39,0.57,0.41,0.46,0.63,0.67,0.70,0.54,0.53,0.49,0.49,0.47,0.63,0.64,0.46,0.70,0.43,0.64,0.56,0.60,0.49,0.69,0.41,0.58,0.54,0.47,0.47,0.36,0.53,0.52,0.56,0.41,0.79,0.38,0.53,0.46,0.49,0.42
7.2 Civil justice is free of discrimination,0.29,0.54,0.81,0.67,0.65,0.81,0.60,0.37,0.79,0.74,0.78,0.39,0.38,0.65,0.61,0.63,0.57,0.58,0.15,0.42,0.65,0.57,0.43,0.62,0.71,0.51,0.56,0.86,0.86,0.56,0.57,0.45,0.38,0.49,0.87,0.27,0.85,0.70,0.71,0.84,0.66,0.70,0.76,0.27,0.30,0.31,0.80,0.45,0.43,0.30,0.41,0.59,0.49,0.88,0.70,0.43,0.47,0.39,0.43,0.51,0.60,0.57,0.62,0.51,0.31,0.50,0.51,0.49,0.36,0.39,0.92,0.72,0.46,0.51,0.74,0.32,0.54,0.48,0.59,0.81,0.76,0.76,0.72,0.56,0.55,0.67,0.54,0.94,0.79,0.50,0.73,0.43,0.83,0.71,0.50,0.61,0.74,0.56,0.70,0.61,0.60,0.42,0.45,0.63,0.61,0.66,0.46,0.77,0.65,0.49,0.69,0.42,0.54
7.3 Civil justice is free of corruption,0.06,0.21,0.88,0.58,0.89,0.89,0.73,0.33,0.88,0.61,0.85,0.57,0.21,0.56,0.74,0.62,0.48,0.40,0.10,0.23,0.88,0.67,0.45,0.48,0.75,0.36,0.56,0.76,0.96,0.76,0.42,0.42,0.59,0.43,0.89,0.26,0.94,0.77,0.64,0.91,0.56,0.74,0.88,0.44,0.60,0.39,0.87,0.67,0.49,0.35,0.46,0.68,0.72,0.95,0.71,0.47,0.37,0.25,0.42,0.29,0.37,0.25,0.54,0.64,0.35,0.23,0.45,0.49,0.33,0.40,0.94,0.94,0.37,0.48,0.93,0.38,0.45,0.35,0.46,0.77,0.77,0.77,0.66,0.50,0.53,0.43,0.32,0.89,0.68,0.72,0.72,0.54,0.83,0.80,0.69,0.72,0.91,0.41,0.66,0.78,0.40,0.50,0.37,0.34,0.84,0.91,0.87,0.76,0.35,0.19,0.33,0.42,0.40
7.4 Civil justice is free of improper government influence,0.30,0.38,0.73,0.45,0.90,0.87,0.56,0.39,0.77,0.34,0.84,0.43,0.23,0.48,0.66,0.62,0.47,0.43,0.19,0.26,0.89,0.70,0.23,0.52,0.76,0.41,0.54,0.79,0.92,0.75,0.35,0.21,0.40,0.44,0.84,0.25,0.89,0.74,0.49,0.92,0.68,0.61,0.79,0.37,0.55,0.28,0.75,0.50,0.64,0.46,0.42,0.74,0.75,0.78,0.62,0.39,0.50,0.38,0.39,0.44,0.37,0.26,0.60,0.38,0.49,0.34,0.48,0.50,0.30,0.50,0.95,0.84,0.18,0.48,0.95,0.47,0.41,0.45,0.46,0.70,0.78,0.77,0.67,0.33,0.49,0.33,0.25,0.80,0.62,0.65,0.65,0.44,0.84,0.68,0.58,0.48,0.88,0.48,0.55,0.72,0.54,0.25,0.38,0.33,0.70,0.88,0.75,0.80,0.40,0.05,0.32,0.50,0.21
7.5 Civil justice is not subject to unreasonable delay,0.39,0.47,0.60,0.27,0.64,0.79,0.54,0.30,0.40,0.88,0.52,0.33,0.20,0.32,0.52,0.22,0.36,0.51,0.27,0.33,0.53,0.47,0.76,0.20,0.26,0.55,0.27,0.55,0.67,0.38,0.28,0.28,0.26,0.38,0.71,0.44,0.63,0.60,0.51,0.86,0.42,0.22,0.50,0.09,0.40,0.31,0.71,0.39,0.17,0.51,0.64,0.35,0.29,0.69,0.46,0.72,0.23,0.52,0.42,0.36,0.67,0.44,0.43,0.64,0.30,0.47,0.71,0.65,0.49,0.41,0.83,0.76,0.33,0.25,0.86,0.24,0.27,0.27,0.19,0.34,0.38,0.89,0.51,0.75,0.61,0.31,0.33,0.95,0.45,0.52,0.48,0.22,0.56,0.41,0.45,0.45,0.76,0.44,0.34,0.48,0.46,0.32,0.34,0.62,0.72,0.75,0.61,0.63,0.79,0.07,0.55,0.43,0.51
7.6. Civil justice is effectively enforced,0.56,0.54,0.52,0.58,0.82,0.89,0.53,0.46,0.49,0.70,0.78,0.45,0.33,0.31,0.62,0.40,0.68,0.30,0.05,0.31,0.73,0.64,0.58,0.43,0.42,0.61,0.43,0.69,0.88,0.41,0.41,0.46,0.19,0.51,0.64,0.56,0.89,0.70,0.59,0.89,0.64,0.44,0.61,0.22,0.43,0.51,0.81,0.48,0.38,0.38,0.63,0.42,0.39,0.89,0.67,0.66,0.43,0.34,0.51,0.62,0.66,0.41,0.64,0.57,0.40,0.54,0.52,0.54,0.46,0.31,0.88,0.72,0.35,0.45,0.92,0.25,0.46,0.45,0.41,0.60,0.51,0.86,0.64,0.36,0.63,0.47,0.42,0.93,0.54,0.65,0.52,0.36,0.52,0.43,0.36,0.54,0.91,0.61,0.32,0.50,0.34,0.50,0.46,0.29,0.67,0.76,0.66,0.61,0.45,0.25,0.41,0.75,0.51
"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",0.38,0.69,0.78,0.74,0.89,0.72,0.78,0.50,0.67,0.72,0.84,0.61,0.61,0.64,0.72,0.62,0.78,0.72,0.35,0.50,0.82,0.75,0.62,0.69,0.78,0.67,0.71,0.79,0.89,0.73,0.65,0.69,0.45,0.56,0.81,0.50,0.76,0.84,0.73,0.87,0.78,0.73,0.73,0.62,0.58,0.74,0.81,0.69,0.57,0.50,0.70,0.66,0.67,0.89,0.70,0.70,0.63,0.52,0.68,0.48,0.67,0.60,0.47,0.70,0.57,0.68,0.68,0.62,0.59,0.48,0.83,0.79,0.50,0.64,0.90,0.56,0.68,0.67,0.57,0.79,0.79,0.92,0.77,0.59,0.68,0.55,0.47,0.80,0.77,0.75,0.77,0.55,0.80,0.82,0.74,0.29,0.79,0.59,0.55,0.64,0.60,0.73,0.59,0.57,0.67,0.77,0.80,0.74,0.58,0.47,0.52,0.52,0.62
Factor 8: Criminal Justice,0.28,0.46,0.70,0.43,0.75,0.83,0.68,0.33,0.61,0.51,0.76,0.32,0.24,0.56,0.52,0.39,0.41,0.43,0.30,0.30,0.74,0.58,0.47,0.34,0.55,0.37,0.54,0.73,0.82,0.56,0.34,0.36,0.43,0.34,0.70,0.33,0.85,0.65,0.56,0.77,0.47,0.51,0.65,0.29,0.35,0.25,0.80,0.54,0.41,0.38,0.43,0.64,0.45,0.68,0.59,0.41,0.35,0.33,0.31,0.26,0.51,0.40,0.44,0.56,0.29,0.38,0.48,0.37,0.32,0.44,0.80,0.75,0.32,0.42,0.83,0.38,0.29,0.34,0.36,0.69,0.67,0.71,0.58,0.33,0.43,0.34,0.36,0.83,0.66,0.52,0.63,0.49,0.58,0.64,0.62,0.54,0.79,0.41,0.45,0.40,0.46,0.40,0.34,0.40,0.74,0.76,0.68,0.58,0.44,0.13,0.50,0.42,0.36
8.1 Criminal investigation system is effective,0.35,0.43,0.58,0.30,0.69,0.68,0.53,0.36,0.54,0.53,0.64,0.31,0.27,0.55,0.45,0.31,0.26,0.37,0.37,0.35,0.67,0.43,0.65,0.23,0.42,0.27,0.49,0.66,0.63,0.44,0.32,0.40,0.46,0.18,0.57,0.38,0.66,0.58,0.32,0.60,0.49,0.52,0.58,0.18,0.24,0.20,0.68,0.52,0.29,0.40,0.44,0.51,0.37,0.62,0.62,0.40,0.26,0.38,0.37,0.29,0.64,0.44,0.35,0.56,0.23,0.40,0.42,0.42,0.46,0.45,0.60,0.67,0.32,0.43,0.68,0.34,0.30,0.31,0.53,0.56,0.48,0.53,0.62,0.24,0.43,0.29,0.49,0.73,0.60,0.38,0.56,0.51,0.39,0.48,0.49,0.41,0.53,0.38,0.37,0.27,0.44,0.47,0.35,0.26,0.66,0.70,0.76,0.46,0.64,0.13,0.48,0.45,0.44
8.2 Criminal adjudication system is timely and effective,0.37,0.49,0.55,0.38,0.76,0.90,0.59,0.44,0.43,0.68,0.75,0.34,0.17,0.61,0.46,0.41,0.52,0.51,0.43,0.41,0.67,0.59,0.65,0.30,0.44,0.50,0.52,0.73,0.74,0.51,0.42,0.43,0.42,0.32,0.63,0.36,0.80,0.72,0.59,0.75,0.54,0.46,0.74,0.22,0.40,0.29,0.78,0.58,0.42,0.52,0.49,0.58,0.41,0.63,0.65,0.64,0.38,0.52,0.38,0.34,0.59,0.60,0.49,0.53,0.27,0.49,0.55,0.44,0.45,0.55,0.78,0.71,0.52,0.40,0.77,0.41,0.23,0.25,0.36,0.64,0.56,0.82,0.54,0.44,0.48,0.35,0.38,0.90,0.63,0.51,0.53,0.42,0.55,0.41,0.53,0.60,0.73,0.43,0.56,0.30,0.63,0.42,0.41,0.48,0.80,0.76,0.74,0.40,0.73,0.12,0.53,0.51,0.52
8.3 Correctional system is effective in reducing criminal behavior,0.25,0.41,0.75,0.33,0.70,0.87,0.72,0.33,0.63,0.43,0.59,0.25,0.21,0.43,0.48,0.20,0.38,0.34,0.30,0.18,0.71,0.27,0.37,0.25,0.34,0.28,0.52,0.62,0.78,0.34,0.23,0.29,0.32,0.17,0.69,0.26,0.83,0.56,0.61,0.80,0.33,0.30,0.49,0.11,0.12,0.05,0.87,0.53,0.47,0.27,0.43,0.50,0.29,0.66,0.45,0.37,0.38,0.29,0.23,0.13,0.49,0.34,0.31,0.61,0.23,0.30,0.47,0.26,0.33,0.34,0.80,0.69,0.26,0.24,0.85,0.35,0.15,0.22,0.17,0.71,0.56,0.79,0.39,0.38,0.25,0.34,0.17,0.95,0.66,0.35,0.69,0.41,0.37,0.74,0.56,0.38,0.86,0.35,0.42,0.31,0.36,0.43,0.42,0.45,0.73,0.61,0.56,0.40,0.54,0.03,0.44,0.18,0.37
